,externalfilenum,jobtypedescription,address,issuedate,inspectiontype,fulldeficiency,outcome,inspectioncompleteddate,disciplinetype,general_contractor,checklist,statusname,deficiencies,x_coord,y_coord,processid,point,:@computed_region_qeuu_piif,:@computed_region_xxr9_iwz2,deficiencyresolved,resolveddate,permitclosedate,permitholder
713,BP2022-18854,Single Construction Permit,31B WALCREST RO SE,2022-11-16T00:00:00.000,Final,Pre-Possession Inspection Observations were:  Deficiencies corrected with exceptions noted on report.,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,DAYTONA HOMES ( CALGARY) LP,General Inspection Observations,COMP,False,-114.01101712058595,50.865953428821214,435911677,"{'type': 'Point', 'coordinates': [-114.011017120586, 50.865953428821]}",23,14,,,,
714,BP2023-00285,Residential Improvement Project,27 BOW VILLAGE CR NW,2023-01-17T00:00:00.000,Final,9.10.13  Self closer required on house/garage door,Acceptable with Conditions,2023-05-19T00:00:00.000,Building Deficiencies,,Interior,COMP,False,-114.19427716393963,51.09671286384531,419126551,"{'type': 'Point', 'coordinates': [-114.19427716394, 51.096712863845]}",279,1,,,,
715,BP2022-18995,Single Construction Permit,53 EDITH ME NW,2022-11-23T00:00:00.000,Final,"Contractor to complete items, then may continue",Acceptable with Conditions,2023-05-24T00:00:00.000,Building Deficiencies,JAYMAN BUILT,Directives,COMP,False,-114.16646591551618,51.18475829508872,435851715,"{'type': 'Point', 'coordinates': [-114.166465915516, 51.184758295089]}",163,2,,,,
716,BP2022-18995,Single Construction Permit,53 EDITH ME NW,2022-11-23T00:00:00.000,Final,"Field Level Hazard Assessment: +17 Sunny, PPE worn, Site safe to enter.",Acceptable with Conditions,2023-05-24T00:00:00.000,Building Deficiencies,JAYMAN BUILT,Field Level Hazard Assessment (FLHA),COMP,False,-114.16646591551618,51.18475829508872,435851715,"{'type': 'Point', 'coordinates': [-114.166465915516, 51.184758295089]}",163,2,,,,
717,BP2022-18995,Single Construction Permit,53 EDITH ME NW,2022-11-23T00:00:00.000,Final,"Pre-Possession Inspection Observations were:  -3 bed up 1 bed room in basement with egress window, bsmt developed, vents and fans working, Furnace and Hrv operational, smoke/Co installed",Acceptable with Conditions,2023-05-24T00:00:00.000,Building Deficiencies,JAYMAN BUILT,General Inspection Observations,COMP,False,-114.16646591551618,51.18475829508872,435851715,"{'type': 'Point', 'coordinates': [-114.166465915516, 51.184758295089]}",163,2,,,,
718,BP2022-18995,Single Construction Permit,53 EDITH ME NW,2022-11-23T00:00:00.000,Final,Hood fan outlet has not been installed.,Acceptable with Conditions,2023-05-24T00:00:00.000,Electrical Deficiencies,JAYMAN BUILT,,COMP,False,-114.16646591551618,51.18475829508872,435851718,"{'type': 'Point', 'coordinates': [-114.166465915516, 51.184758295089]}",163,2,,,,
719,BP2022-18995,Single Construction Permit,53 EDITH ME NW,2022-11-23T00:00:00.000,Gas Final,Exhaust vent termination does not comply with the side yard vent standata.,Not Acceptable,2023-05-24T00:00:00.000,P & G Deficiencies,JAYMAN BUILT,Gas Venting,COMP,False,-114.16646591551618,51.18475829508872,435851719,"{'type': 'Point', 'coordinates': [-114.166465915516, 51.184758295089]}",163,2,1.0,2023-05-30T00:00:00.000,,
720,BP2022-16396,Residential Improvement Project,2012 38 ST SW,2022-10-20T00:00:00.000,Framing,9.27.3.8.(4) Flashing shall have end dams > 25 mm high required at both bedroom windows.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,"ROSIANOWSKA, ANNA",Building Envelope Cladding,COMP,False,-114.14221803985328,51.03561277265447,398995479,"{'type': 'Point', 'coordinates': [-114.142218039853, 51.035612772654]}",184,6,,,2023-04-20T00:00:00.000,
721,BP2022-16396,Residential Improvement Project,2012 38 ST SW,2022-10-20T00:00:00.000,Framing,9.27.3.8 Flashing is required between cladding elements required at both bedroom windows.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,"ROSIANOWSKA, ANNA",Building Envelope Cladding,COMP,False,-114.14221803985328,51.03561277265447,398995479,"{'type': 'Point', 'coordinates': [-114.142218039853, 51.035612772654]}",184,6,,,2023-04-20T00:00:00.000,
722,BP2022-18993,Single Construction Permit,212 SETON VI SE,2022-11-23T00:00:00.000,Gas Final,Add 12 inch piece to Navien intake. Tighten hangers on furnace venting.,Acceptable with Conditions,2023-06-15T00:00:00.000,P & G Deficiencies,JAYMAN BUILT,Gas Final,COMP,False,-113.94667699434684,50.863610793533454,440184196,"{'type': 'Point', 'coordinates': [-113.946676994347, 50.863610793533]}",145,12,,,,
723,BP2022-16340,Residential Improvement Project,1203 HUNTERBURN CR NW,2022-11-14T00:00:00.000,Final,Ventilation sticker to be filled out - Balancing data not observed,Acceptable,2023-05-08T00:00:00.000,Building Deficiencies,"FIELDING, RYLIA",SCP Pre-Possession (All),COMP,False,-114.08631141055234,51.118686643117364,402987676,"{'type': 'Point', 'coordinates': [-114.086311410552, 51.118686643117]}",123,4,,,2023-05-08T00:00:00.000,
724,BP2022-16396,Residential Improvement Project,2012 38 ST SW,2022-10-20T00:00:00.000,Framing,9.9.10.1 Window well clearance not less than 760 mm required required at both bedroom windows.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,"ROSIANOWSKA, ANNA",Windows and Doors,COMP,False,-114.14221803985328,51.03561277265447,398995479,"{'type': 'Point', 'coordinates': [-114.142218039853, 51.035612772654]}",184,6,,,2023-04-20T00:00:00.000,
725,BP2022-16396,Residential Improvement Project,2012 38 ST SW,2022-10-20T00:00:00.000,Framing,"Alteration Inspection Observations were:  work is completed and at final stage. REC.D P-ENG compliance letter and photo of upper floor bedroom window, sent to file.",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,"ROSIANOWSKA, ANNA",General Inspection Observations,COMP,False,-114.14221803985328,51.03561277265447,398995479,"{'type': 'Point', 'coordinates': [-114.142218039853, 51.035612772654]}",184,6,,,2023-04-20T00:00:00.000,
726,BP2022-16396,Residential Improvement Project,2012 38 ST SW,2022-10-20T00:00:00.000,Framing,"Contractor to complete items, then may continue , no further building inspections are required.",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,"ROSIANOWSKA, ANNA",Directives,COMP,False,-114.14221803985328,51.03561277265447,398995479,"{'type': 'Point', 'coordinates': [-114.142218039853, 51.035612772654]}",184,6,,,2023-04-20T00:00:00.000,
727,BP2022-16396,Residential Improvement Project,2012 38 ST SW,2022-10-20T00:00:00.000,Framing,an.ros@hotmail.com,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,"ROSIANOWSKA, ANNA",,COMP,False,-114.14221803985328,51.03561277265447,398995479,"{'type': 'Point', 'coordinates': [-114.142218039853, 51.035612772654]}",184,6,,,2023-04-20T00:00:00.000,
728,BP2022-19040,Single Construction Permit,77 EDITH ME NW,2022-11-24T00:00:00.000,Final,"Field Level Hazard Assessment: +17 Sunny, PPE worn, Site safe to enter.",Not Acceptable,2023-05-24T00:00:00.000,Building Deficiencies,JAYMAN BUILT,Field Level Hazard Assessment (FLHA),COMP,False,-114.16646493236478,51.185176309368565,435852002,"{'type': 'Point', 'coordinates': [-114.166464932365, 51.185176309369]}",163,2,1.0,2023-05-30T00:00:00.000,,
729,BP2022-16402,Single Construction Permit,428 CARRINGVUE PL NW,2022-09-28T00:00:00.000,Final,Correct and RECALL inspection.,Not Acceptable,2023-04-19T00:00:00.000,Building Deficiencies,TRUMAN HOMES 1995,Directives,COMP,False,-114.08011995434975,51.1772666178176,429895280,"{'type': 'Point', 'coordinates': [-114.08011995435, 51.177266617818]}",159,3,1.0,2023-04-24T00:00:00.000,2023-04-24T00:00:00.000,
730,BP2022-16402,Single Construction Permit,428 CARRINGVUE PL NW,2022-09-28T00:00:00.000,Final,"Field Level Hazard Assessment: 5 degrees, sunny. Safe access not provided.",Not Acceptable,2023-04-19T00:00:00.000,Building Deficiencies,TRUMAN HOMES 1995,Field Level Hazard Assessment (FLHA),COMP,False,-114.08011995434975,51.1772666178176,429895280,"{'type': 'Point', 'coordinates': [-114.08011995435, 51.177266617818]}",159,3,1.0,2023-04-24T00:00:00.000,2023-04-24T00:00:00.000,
731,BP2022-16402,Single Construction Permit,428 CARRINGVUE PL NW,2022-09-28T00:00:00.000,Final,Pre-Possession Inspection Observations were:  Final grade not established. Temporary grade not placed. Safe access to main entrance not provided.,Not Acceptable,2023-04-19T00:00:00.000,Building Deficiencies,TRUMAN HOMES 1995,General Inspection Observations,COMP,False,-114.08011995434975,51.1772666178176,429895280,"{'type': 'Point', 'coordinates': [-114.08011995435, 51.177266617818]}",159,3,1.0,2023-04-24T00:00:00.000,2023-04-24T00:00:00.000,
732,BP2022-16402,Single Construction Permit,428 CARRINGVUE PL NW,2022-09-28T00:00:00.000,Gas Final,1) Complete vent terminations at exterior as per manufacturers installation instructions.2) Additional vent piping support required at appliance.,Acceptable with Conditions,2023-04-19T00:00:00.000,P & G Deficiencies,TRUMAN HOMES 1995,Gas Venting,COMP,False,-114.08011995434975,51.1772666178176,429895283,"{'type': 'Point', 'coordinates': [-114.08011995435, 51.177266617818]}",159,3,,,2023-04-24T00:00:00.000,
733,BP2022-19040,Single Construction Permit,77 EDITH ME NW,2022-11-24T00:00:00.000,Final,"Pre-Possession Inspection Observations were:  3 bedroom, smoke/Co's installed, no Hrv installed, furnace installed, no deck, missing stone work on front,",Not Acceptable,2023-05-24T00:00:00.000,Building Deficiencies,JAYMAN BUILT,General Inspection Observations,COMP,False,-114.16646493236478,51.185176309368565,435852002,"{'type': 'Point', 'coordinates': [-114.166464932365, 51.185176309369]}",163,2,1.0,2023-05-30T00:00:00.000,,
734,BP2022-16418,Commercial / Multi Family Project,121 58 AV SW,2022-10-28T00:00:00.000,Final,"Alteration Inspection Observations were: Demising Wall and exterior Alterations are complete, no deficiencies noted at time of inspection.Permit file closed.",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,,General Inspection Observations,COMP,False,-114.06710930246771,51.00108507124278,429974671,"{'type': 'Point', 'coordinates': [-114.067109302468, 51.001085071243]}",42,9,,,2023-04-20T00:00:00.000,
735,BP2022-16418,Commercial / Multi Family Project,121 58 AV SW,2022-10-28T00:00:00.000,Final,"Field Level Hazard Assessment: No unsafe conditions identified. Hard hat, Safety boots, safety vest worn.",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,,Field Level Hazard Assessment (FLHA),COMP,False,-114.06710930246771,51.00108507124278,429974671,"{'type': 'Point', 'coordinates': [-114.067109302468, 51.001085071243]}",42,9,,,2023-04-20T00:00:00.000,
736,BP2022-16599,Single Construction Permit,4414 35 AV SW,2022-11-16T00:00:00.000,Final,9.28.6.1 Stucco maintained at > 10 C for minimum 48 Hrs,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,CSA CONSTRUCTION,Building Envelope Stucco,COMP,False,-114.15052726625629,51.02253269682855,429880036,"{'type': 'Point', 'coordinates': [-114.150527266256, 51.022532696829]}",96,6,,,2023-04-20T00:00:00.000,
737,BP2022-16599,Single Construction Permit,4414 35 AV SW,2022-11-16T00:00:00.000,Final,9.28.6.6. Two coats of stucco to be not less than 19mm thick,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,CSA CONSTRUCTION,Building Envelope Stucco,COMP,False,-114.15052726625629,51.02253269682855,429880036,"{'type': 'Point', 'coordinates': [-114.150527266256, 51.022532696829]}",96,6,,,2023-04-20T00:00:00.000,
738,BP2022-16599,Single Construction Permit,4414 35 AV SW,2022-11-16T00:00:00.000,Final,"Contractor to complete items, then may continue",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,CSA CONSTRUCTION,Directives,COMP,False,-114.15052726625629,51.02253269682855,429880036,"{'type': 'Point', 'coordinates': [-114.150527266256, 51.022532696829]}",96,6,,,2023-04-20T00:00:00.000,
739,BP2022-16599,Single Construction Permit,4414 35 AV SW,2022-11-16T00:00:00.000,Final,"Toe kick box required under kitchen sink, under master bath room sink and master bedroom closet.",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,CSA CONSTRUCTION,HVAC Final,COMP,False,-114.15052726625629,51.02253269682855,429880036,"{'type': 'Point', 'coordinates': [-114.150527266256, 51.022532696829]}",96,6,,,2023-04-20T00:00:00.000,
740,BP2022-16599,Single Construction Permit,4414 35 AV SW,2022-11-16T00:00:00.000,Final,Ensure soffit receptacle is finished for occupancy.,Acceptable with Conditions,2023-04-20T00:00:00.000,Electrical Deficiencies,CSA CONSTRUCTION,,COMP,False,-114.15052726625629,51.02253269682855,429880037,"{'type': 'Point', 'coordinates': [-114.150527266256, 51.022532696829]}",96,6,,,2023-04-20T00:00:00.000,
741,BP2022-19233,Residential Improvement Project,2218 30 AV SW,2022-11-25T00:00:00.000,Framing,Deck Inspection Observations were: Dec framing complete. Aluminium guards installed thoughout.,Acceptable  - Close Permit,2023-05-25T00:00:00.000,Building Deficiencies,,General Inspection Observations,COMP,False,-114.1130181060121,51.02685457168504,404697033,"{'type': 'Point', 'coordinates': [-114.113018106012, 51.026854571685]}",228,8,,,,
742,BP2022-19233,Residential Improvement Project,2218 30 AV SW,2022-11-25T00:00:00.000,Framing,Field Level Hazard Assessment: Home occupied. Site safe,Acceptable  - Close Permit,2023-05-25T00:00:00.000,Building Deficiencies,,Field Level Hazard Assessment (FLHA),COMP,False,-114.1130181060121,51.02685457168504,404697033,"{'type': 'Point', 'coordinates': [-114.113018106012, 51.026854571685]}",228,8,,,,
743,BP2022-19366,Residential Improvement Project,1119A READER CR NE,2022-12-06T00:00:00.000,Framing,Bath exhaust fan must be completed to exterior,Acceptable  - Close Permit,2023-05-26T00:00:00.000,Building Deficiencies,,HVAC Exhaust,COMP,False,-114.04446954757307,51.0617465345847,406718917,"{'type': 'Point', 'coordinates': [-114.044469547573, 51.061746534585]}",150,9,,,,
744,BP2022-15397,Single Construction Permit,8615 CITYSCAPE DR NE,2022-09-27T00:00:00.000,Final,"9.14.6 Site grading, slope drainage away from the building",Acceptable with Conditions,2023-05-12T00:00:00.000,Building Deficiencies,MATTAMY (NORTHPOINT),SCP Pre-Possession (All),COMP,False,-113.9489733703886,51.145527326180186,432951087,"{'type': 'Point', 'coordinates': [-113.948973370389, 51.14552732618]}",15,5,,,2023-05-12T00:00:00.000,
745,BP2022-16643,Single Construction Permit,163 CORNER MEADOWS GV NE,2022-10-12T00:00:00.000,Final,Roof Soffit is missing in porch roof,Acceptable with Conditions,2023-05-18T00:00:00.000,Building Deficiencies,SHANE HOMES,Roof,COMP,False,-113.92368899762,51.15085786558824,435647295,"{'type': 'Point', 'coordinates': [-113.92368899762, 51.150857865588]}",204,5,,,,
746,BP2022-19627,Single Construction Permit,69 ROWMONT HE NW,2022-12-09T00:00:00.000,Final,"Contractor to complete items, then may continue",Acceptable with Conditions,2023-06-22T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),Directives,COMP,False,-114.27437608756014,51.10546900189196,441212650,"{'type': 'Point', 'coordinates': [-114.27437608756, 51.105469001892]}",142,1,,,,
747,BP2022-16716,Single Construction Permit,50 MAGNOLIA CO SE,2022-10-13T00:00:00.000,Final,"Field Level Hazard Assessment: Conditions were cloudy and cool. No unsafe conditions identified. Hard hat, Safety boots and vest worn.",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,Field Level Hazard Assessment (FLHA),COMP,False,-113.9068571561431,50.88979614185257,429837926,"{'type': 'Point', 'coordinates': [-113.906857156143, 50.889796141853]}",209,12,,,2023-04-20T00:00:00.000,
748,BP2022-16716,Single Construction Permit,50 MAGNOLIA CO SE,2022-10-13T00:00:00.000,Final,Pre-Possession Inspection Observations were:  Re-inspection conducted. Some deficiencies corrected.Contractor to ensure outstanding deficiencies are corrected prior to occupancy. Site not graded. Concrete flat work not completed. Garage door installed.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,General Inspection Observations,COMP,False,-113.9068571561431,50.88979614185257,429837926,"{'type': 'Point', 'coordinates': [-113.906857156143, 50.889796141853]}",209,12,,,2023-04-20T00:00:00.000,
749,BP2022-16716,Single Construction Permit,50 MAGNOLIA CO SE,2022-10-13T00:00:00.000,Final,Range hood not sealed to exhaust duct - Contractor to ensure range hood is installed prior to occupancy.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,HVAC Exhaust,COMP,False,-113.9068571561431,50.88979614185257,429837926,"{'type': 'Point', 'coordinates': [-113.906857156143, 50.889796141853]}",209,12,,,2023-04-20T00:00:00.000,
750,BP2022-16747,Residential Improvement Project,70B CREEKSTONE SQ SW,2022-10-25T00:00:00.000,Final,9.10.9.14 Smoke tight barrier of 12.7 gypsum is required -Missing spots around water line in mech room.-Missed around kitchen exhaust.,Acceptable with Conditions,2023-04-28T00:00:00.000,Building Deficiencies,DESIGN RENO BUILD BY PROFESSIONALS,All Secondary Suite's and RVI's,COMP,False,-114.06218112828832,50.86204580685711,425167907,"{'type': 'Point', 'coordinates': [-114.062181128288, 50.862045806857]}",208,13,,,2023-04-28T00:00:00.000,
751,BP2022-15397,Single Construction Permit,8615 CITYSCAPE DR NE,2022-09-27T00:00:00.000,Final,"Field Level Hazard Assessment:  Conditions were sunny and dry. Handrails, Guards and Fencing were in place. No unsafe conditions identified. Hard hat, Safety boots and vest worn.",Acceptable with Conditions,2023-05-12T00:00:00.000,Building Deficiencies,MATTAMY (NORTHPOINT),Field Level Hazard Assessment (FLHA),COMP,False,-113.9489733703886,51.145527326180186,432951087,"{'type': 'Point', 'coordinates': [-113.948973370389, 51.14552732618]}",15,5,,,2023-05-12T00:00:00.000,
752,BP2022-15397,Single Construction Permit,8615 CITYSCAPE DR NE,2022-09-27T00:00:00.000,Final,Kitchen exhaust piping not installed - range hoods on site but not installed. Ensure both range hoods are installed & working prior to occupancy,Acceptable with Conditions,2023-05-12T00:00:00.000,Building Deficiencies,MATTAMY (NORTHPOINT),SCP Pre-Possession (All),COMP,False,-113.9489733703886,51.145527326180186,432951087,"{'type': 'Point', 'coordinates': [-113.948973370389, 51.14552732618]}",15,5,,,2023-05-12T00:00:00.000,
753,BP2022-16829,Single Construction Permit,98 MAGNOLIA CO SE,2022-10-18T00:00:00.000,Final,9.10.13 Self closer req'd between house/garage,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,SCP Pre-Possession (All),COMP,False,-113.90693686506535,50.88886124791898,428988892,"{'type': 'Point', 'coordinates': [-113.906936865065, 50.888861247919]}",209,12,,,2023-04-20T00:00:00.000,
754,BP2022-16829,Single Construction Permit,98 MAGNOLIA CO SE,2022-10-18T00:00:00.000,Final,"9.14.6 Site grading, slope drainage away from the building",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,SCP Pre-Possession (All),COMP,False,-113.90693686506535,50.88886124791898,428988892,"{'type': 'Point', 'coordinates': [-113.906936865065, 50.888861247919]}",209,12,,,2023-04-20T00:00:00.000,
755,BP2022-16829,Single Construction Permit,98 MAGNOLIA CO SE,2022-10-18T00:00:00.000,Final,"9.32.3.11(8) Ducts sealed with mastic, foil tape or sealant - Ducts to HRV.",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,HVAC 9.36,COMP,False,-113.90693686506535,50.88886124791898,428988892,"{'type': 'Point', 'coordinates': [-113.906936865065, 50.888861247919]}",209,12,,,2023-04-20T00:00:00.000,
756,BP2022-16829,Single Construction Permit,98 MAGNOLIA CO SE,2022-10-18T00:00:00.000,Final,9.8.3       Max. rise 200 mm and min. run of 210 mm required - At front entry. Non code compliant metal ramp in place to the first step. Contractor to ensure code-compliant entry/exit is provided prior to occupancy.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,Stairs,COMP,False,-113.90693686506535,50.88886124791898,428988892,"{'type': 'Point', 'coordinates': [-113.906936865065, 50.888861247919]}",209,12,,,2023-04-20T00:00:00.000,
757,BP2022-16829,Single Construction Permit,98 MAGNOLIA CO SE,2022-10-18T00:00:00.000,Final,9.8.7.1. Handrail required on stairs with more than 3 risers - Handrail to second floor removed for touch ups. Ensure it is reinstalled.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,Guards & Handrails,COMP,False,-113.90693686506535,50.88886124791898,428988892,"{'type': 'Point', 'coordinates': [-113.906936865065, 50.888861247919]}",209,12,,,2023-04-20T00:00:00.000,
758,BP2022-16829,Single Construction Permit,98 MAGNOLIA CO SE,2022-10-18T00:00:00.000,Final,9.8.8.1. Guard is required where the difference is > 600 mm - Temporary guard in place at front entry. Ensure it remains until new code-compliant guard is installed.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,Guards & Handrails,COMP,False,-113.90693686506535,50.88886124791898,428988892,"{'type': 'Point', 'coordinates': [-113.906936865065, 50.888861247919]}",209,12,,,2023-04-20T00:00:00.000,
759,BP2022-16829,Single Construction Permit,98 MAGNOLIA CO SE,2022-10-18T00:00:00.000,Final,9.8.8  Rear door has been secured closed - Rear door must remain secured closed until safe and code-compliant exit/entry is provided.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,SCP Pre-Possession (All),COMP,False,-113.90693686506535,50.88886124791898,428988892,"{'type': 'Point', 'coordinates': [-113.906936865065, 50.888861247919]}",209,12,,,2023-04-20T00:00:00.000,
760,BP2022-16829,Single Construction Permit,98 MAGNOLIA CO SE,2022-10-18T00:00:00.000,Final,"Field Level Hazard Assessment: Conditions were cloudy and cool. No unsafe conditions identified. Hard hat, Safety boots and vest worn.",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,Field Level Hazard Assessment (FLHA),COMP,False,-113.90693686506535,50.88886124791898,428988892,"{'type': 'Point', 'coordinates': [-113.906936865065, 50.888861247919]}",209,12,,,2023-04-20T00:00:00.000,
761,BP2022-16829,Single Construction Permit,98 MAGNOLIA CO SE,2022-10-18T00:00:00.000,Final,Pre-Possession Inspection Observations were:  Site not graded. Concrete flat work not completed at time of inspection. Basement is developed. No rear deck.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,General Inspection Observations,COMP,False,-113.90693686506535,50.88886124791898,428988892,"{'type': 'Point', 'coordinates': [-113.906936865065, 50.888861247919]}",209,12,,,2023-04-20T00:00:00.000,
762,BP2022-16829,Single Construction Permit,98 MAGNOLIA CO SE,2022-10-18T00:00:00.000,Final,Range hood not sealed to exhaust duct - Ensure range hood is sealed to exhaust duct.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,HVAC Exhaust,COMP,False,-113.90693686506535,50.88886124791898,428988892,"{'type': 'Point', 'coordinates': [-113.906936865065, 50.888861247919]}",209,12,,,2023-04-20T00:00:00.000,
763,BP2022-16829,Single Construction Permit,98 MAGNOLIA CO SE,2022-10-18T00:00:00.000,Final,Seal around services passing through return air - See wire penetrations in mechanical room.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,HVAC Return air,COMP,False,-113.90693686506535,50.88886124791898,428988892,"{'type': 'Point', 'coordinates': [-113.906936865065, 50.888861247919]}",209,12,,,2023-04-20T00:00:00.000,
764,BP2022-16829,Single Construction Permit,98 MAGNOLIA CO SE,2022-10-18T00:00:00.000,Final,Ventilation sticker to be filled out,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,JAYMAN BUILT,SCP Pre-Possession (All),COMP,False,-113.90693686506535,50.88886124791898,428988892,"{'type': 'Point', 'coordinates': [-113.906936865065, 50.888861247919]}",209,12,,,2023-04-20T00:00:00.000,
765,BP2022-16851,Residential Improvement Project,3507 2 AV SW,2022-11-14T00:00:00.000,Final,Pre-Possession Inspection Observations were:  Project completeP.Eng final review of as built structure has been uploaded to file.,Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,RENOVA HOMES & RENOVATIONS,General Inspection Observations,COMP,False,-114.13759882010568,51.05064331488702,413030902,"{'type': 'Point', 'coordinates': [-114.137598820106, 51.050643314887]}",295,6,,,2023-04-20T00:00:00.000,
766,BP2022-16878,Single Construction Permit,8636 CITYSCAPE DR NE,2022-10-24T00:00:00.000,Final,"9.14.6 Site grading, slope drainage away from the building",Acceptable with Conditions,2023-04-19T00:00:00.000,Building Deficiencies,MATTAMY (NORTHPOINT),SCP Pre-Possession (All),COMP,False,-113.9485191392616,51.144897011633525,429054438,"{'type': 'Point', 'coordinates': [-113.948519139262, 51.144897011634]}",15,5,,,2023-04-25T00:00:00.000,
767,BP2022-16878,Single Construction Permit,8636 CITYSCAPE DR NE,2022-10-24T00:00:00.000,Final,"Contractor to complete items, then may continue",Acceptable with Conditions,2023-04-19T00:00:00.000,Building Deficiencies,MATTAMY (NORTHPOINT),Directives,COMP,False,-113.9485191392616,51.144897011633525,429054438,"{'type': 'Point', 'coordinates': [-113.948519139262, 51.144897011634]}",15,5,,,2023-04-25T00:00:00.000,
768,BP2022-16878,Single Construction Permit,8636 CITYSCAPE DR NE,2022-10-24T00:00:00.000,Final,"Field Level Hazard Assessment:  Conditions were sunny and muddy. Handrails, Guards and Fencing were in place. No unsafe conditions identified. Hard hat, Safety boots and vest worn.",Acceptable with Conditions,2023-04-19T00:00:00.000,Building Deficiencies,MATTAMY (NORTHPOINT),Field Level Hazard Assessment (FLHA),COMP,False,-113.9485191392616,51.144897011633525,429054438,"{'type': 'Point', 'coordinates': [-113.948519139262, 51.144897011634]}",15,5,,,2023-04-25T00:00:00.000,
769,BP2022-16878,Single Construction Permit,8636 CITYSCAPE DR NE,2022-10-24T00:00:00.000,Final,Kitchen exhaust piping not installed - range hood not installed in spice kitchen. Ensure range hood is installed & functional prior to occupancy,Acceptable with Conditions,2023-04-19T00:00:00.000,Building Deficiencies,MATTAMY (NORTHPOINT),SCP Pre-Possession (All),COMP,False,-113.9485191392616,51.144897011633525,429054438,"{'type': 'Point', 'coordinates': [-113.948519139262, 51.144897011634]}",15,5,,,2023-04-25T00:00:00.000,
770,BP2022-16878,Single Construction Permit,8636 CITYSCAPE DR NE,2022-10-24T00:00:00.000,Final,Pre-Possession Inspection Observations were:   Building is fully cladded. Eavestrough & downspouts in place. Appliances installed. Rear & side door disabled,Acceptable with Conditions,2023-04-19T00:00:00.000,Building Deficiencies,MATTAMY (NORTHPOINT),General Inspection Observations,COMP,False,-113.9485191392616,51.144897011633525,429054438,"{'type': 'Point', 'coordinates': [-113.948519139262, 51.144897011634]}",15,5,,,2023-04-25T00:00:00.000,
771,BP2022-16878,Single Construction Permit,8636 CITYSCAPE DR NE,2022-10-24T00:00:00.000,Final,"Open wiring at the spice kitchen hood fan.  No box installed, no marrettes and wires are stripped and exposed.  Hazardous condition.",Not Acceptable,2023-04-19T00:00:00.000,Electrical Deficiencies,MATTAMY (NORTHPOINT),,COMP,False,-113.9485191392616,51.144897011633525,429054454,"{'type': 'Point', 'coordinates': [-113.948519139262, 51.144897011634]}",15,5,1.0,2023-04-25T00:00:00.000,2023-04-25T00:00:00.000,
772,BP2022-16878,Single Construction Permit,8636 CITYSCAPE DR NE,2022-10-24T00:00:00.000,Final,Provide proof that the bonding bushings have been installed as requested at rough inspection.,Not Acceptable,2023-04-19T00:00:00.000,Electrical Deficiencies,MATTAMY (NORTHPOINT),,COMP,False,-113.9485191392616,51.144897011633525,429054454,"{'type': 'Point', 'coordinates': [-113.948519139262, 51.144897011634]}",15,5,1.0,2023-04-25T00:00:00.000,2023-04-25T00:00:00.000,
